STATION,STATION_NAME,DATE,HPCP
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130619 02:00,0
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130619 03:00,0
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130623 09:00,0
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130623 10:00,4
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130623 13:00,0
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130624 16:00,0
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130624 17:00,2
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130625 22:00,2
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130625 23:00,4
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130626 17:00,24
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130626 19:00,10
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130627 14:00,0
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130627 15:00,43
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130627 16:00,0
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130627 21:00,9
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130627 22:00,14
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130628 15:00,1
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130628 16:00,1
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130628 17:00,0
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130628 18:00,0
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130628 23:00,0
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130629 00:00,0
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130630 11:00,0
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130630 12:00,2
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130630 15:00,1
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130630 16:00,3
COOP:180465,BALTIMORE WASHINGTON INTERNATIONAL AIRPORT MD US,20130630 17:00,0
COOP:448903,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20130601 01:00,0
COOP:448903,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20130602 12:00,1
COOP:448903,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20130602 13:00,0
COOP:448903,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20130602 16:00,1
COOP:448903,WASHINGTON DC DULLES INTERNATIONAL AIRPORT VA US,20130602 17:00,39
