"timekey","glare","glarepotential","traffic_timestamp","tmc_crossing","avg"
"30503","f","TruePM","2014-04-30 19:40:00","Chain","28.3333333333333"
"30503","f","TruePM","2014-04-30 19:40:00","Key","25"
"30503","f","TruePM","2014-04-30 19:40:00","Memorial","35.5"
"30503","f","TruePM","2014-04-30 19:40:00","Roosevelt","41.25"
"30504","f","TruePM","2014-04-30 19:50:00","14th_HOV","51.5"
"30504","f","TruePM","2014-04-30 19:50:00","14th_Main","36.4800004959106"
"30504","f","TruePM","2014-04-30 19:50:00","Chain","28.740000406901"
"30504","f","TruePM","2014-04-30 19:50:00","Key","25.3900003433228"
"30504","f","TruePM","2014-04-30 19:50:00","Memorial","35.6100006103516"
"30504","f","TruePM","2014-04-30 19:50:00","Roosevelt","41.7475004196167"
"30567","f","TrueAM","2014-05-01 06:20:00","14th_HOV","56"
"30567","f","TrueAM","2014-05-01 06:20:00","14th_Main","49.1666666666667"
"30567","f","TrueAM","2014-05-01 06:20:00","Chain","32.3333333333333"
"30567","f","TrueAM","2014-05-01 06:20:00","Key","34.5"
"30567","f","TrueAM","2014-05-01 06:20:00","Memorial","38"
"30567","f","TrueAM","2014-05-01 06:20:00","Roosevelt","45.75"
"30568","f","TrueAM","2014-05-01 06:30:00","14th_HOV","56"
"30568","f","TrueAM","2014-05-01 06:30:00","14th_Main","49.1666666666667"
"30568","f","TrueAM","2014-05-01 06:30:00","Chain","32.3333333333333"
"30568","f","TrueAM","2014-05-01 06:30:00","Key","34.5"
"30568","f","TrueAM","2014-05-01 06:30:00","Memorial","38"
"30568","f","TrueAM","2014-05-01 06:30:00","Roosevelt","45.75"
"30569","f","TrueAM","2014-05-01 06:40:00","14th_HOV","56"
"30569","f","TrueAM","2014-05-01 06:40:00","14th_Main","49.1666666666667"
"30569","f","TrueAM","2014-05-01 06:40:00","Chain","32.3333333333333"
"30569","f","TrueAM","2014-05-01 06:40:00","Key","34.5"
"30569","f","TrueAM","2014-05-01 06:40:00","Memorial","38"
"30569","f","TrueAM","2014-05-01 06:40:00","Roosevelt","45.75"
"30570","f","TrueAM","2014-05-01 06:50:00","14th_HOV","53.8999996185303"
"30570","f","TrueAM","2014-05-01 06:50:00","14th_Main","47.5999997456869"
"30570","f","TrueAM","2014-05-01 06:50:00","Chain","32"
"30570","f","TrueAM","2014-05-01 06:50:00","Key","33.1999998092651"
"30570","f","TrueAM","2014-05-01 06:50:00","Memorial","37.8999996185303"
"30570","f","TrueAM","2014-05-01 06:50:00","Roosevelt","44.9500007629395"
"30571","f","TrueAM","2014-05-01 07:00:00","14th_HOV","45.5"
"30571","f","TrueAM","2014-05-01 07:00:00","14th_Main","41.3333333333333"
"30571","f","TrueAM","2014-05-01 07:00:00","Chain","30.6666666666667"
"30571","f","TrueAM","2014-05-01 07:00:00","Key","28"
"30571","f","TrueAM","2014-05-01 07:00:00","Memorial","37.5"
"30571","f","TrueAM","2014-05-01 07:00:00","Roosevelt","41.75"
"30572","f","TrueAM","2014-05-01 07:10:00","14th_HOV","45.5"
"30572","f","TrueAM","2014-05-01 07:10:00","14th_Main","41.3333333333333"
"30572","f","TrueAM","2014-05-01 07:10:00","Chain","30.6666666666667"
"30572","f","TrueAM","2014-05-01 07:10:00","Key","28"
"30572","f","TrueAM","2014-05-01 07:10:00","Memorial","37.5"
"30572","f","TrueAM","2014-05-01 07:10:00","Roosevelt","41.75"
"30573","f","TrueAM","2014-05-01 07:20:00","14th_HOV","45.5"
"30573","f","TrueAM","2014-05-01 07:20:00","14th_Main","41.3333333333333"
"30573","f","TrueAM","2014-05-01 07:20:00","Chain","30.6666666666667"
"30573","f","TrueAM","2014-05-01 07:20:00","Key","28"
"30573","f","TrueAM","2014-05-01 07:20:00","Memorial","37.5"
"30573","f","TrueAM","2014-05-01 07:20:00","Roosevelt","41.75"
"30574","f","TrueAM","2014-05-01 07:30:00","14th_HOV","45.5"
"30574","f","TrueAM","2014-05-01 07:30:00","14th_Main","41.3333333333333"
"30574","f","TrueAM","2014-05-01 07:30:00","Chain","30.6666666666667"
"30574","f","TrueAM","2014-05-01 07:30:00","Key","28"
"30574","f","TrueAM","2014-05-01 07:30:00","Memorial","37.5"
"30574","f","TrueAM","2014-05-01 07:30:00","Roosevelt","41.75"
"30575","f","TrueAM","2014-05-01 07:40:00","14th_HOV","45.5"
"30575","f","TrueAM","2014-05-01 07:40:00","14th_Main","41.3333333333333"
"30575","f","TrueAM","2014-05-01 07:40:00","Chain","30.6666666666667"
"30575","f","TrueAM","2014-05-01 07:40:00","Key","28"
"30575","f","TrueAM","2014-05-01 07:40:00","Memorial","37.5"
"30575","f","TrueAM","2014-05-01 07:40:00","Roosevelt","41.75"
"30641","f","TruePM","2014-05-01 18:40:00","14th_HOV","42.5"
"30641","f","TruePM","2014-05-01 18:40:00","14th_Main","27.5"
"30641","f","TruePM","2014-05-01 18:40:00","Chain","28"
"30641","f","TruePM","2014-05-01 18:40:00","Key","18"
"30641","f","TruePM","2014-05-01 18:40:00","Memorial","35"
"30641","f","TruePM","2014-05-01 18:40:00","Roosevelt","36.5"
"30642","f","TruePM","2014-05-01 18:50:00","14th_HOV","43.3500003814697"
"30642","f","TruePM","2014-05-01 18:50:00","14th_Main","28.3333336512248"
"30642","f","TruePM","2014-05-01 18:50:00","Chain","28.1666673024495"
"30642","f","TruePM","2014-05-01 18:50:00","Key","18.5500001907349"
"30642","f","TruePM","2014-05-01 18:50:00","Memorial","35"
"30642","f","TruePM","2014-05-01 18:50:00","Roosevelt","37"
"30643","f","TruePM","2014-05-01 19:00:00","14th_HOV","51"
"30643","f","TruePM","2014-05-01 19:00:00","14th_Main","35.8333333333333"
"30643","f","TruePM","2014-05-01 19:00:00","Chain","29.6666666666667"
"30643","f","TruePM","2014-05-01 19:00:00","Key","23.5"
"30643","f","TruePM","2014-05-01 19:00:00","Memorial","35"
"30643","f","TruePM","2014-05-01 19:00:00","Roosevelt","41.5"
"30644","f","TruePM","2014-05-01 19:10:00","14th_HOV","51"
"30644","f","TruePM","2014-05-01 19:10:00","14th_Main","35.8333333333333"
"30644","f","TruePM","2014-05-01 19:10:00","Chain","29.6666666666667"
"30644","f","TruePM","2014-05-01 19:10:00","Key","23.5"
"30644","f","TruePM","2014-05-01 19:10:00","Memorial","35"
"30644","f","TruePM","2014-05-01 19:10:00","Roosevelt","41.5"
"30645","f","TruePM","2014-05-01 19:20:00","14th_HOV","51"
"30645","f","TruePM","2014-05-01 19:20:00","14th_Main","35.8333333333333"
"30645","f","TruePM","2014-05-01 19:20:00","Chain","29.6666666666667"
"30645","f","TruePM","2014-05-01 19:20:00","Key","23.5"
"30645","f","TruePM","2014-05-01 19:20:00","Memorial","35"
"30645","f","TruePM","2014-05-01 19:20:00","Roosevelt","41.5"
"30646","f","TruePM","2014-05-01 19:30:00","14th_HOV","51"
"30646","f","TruePM","2014-05-01 19:30:00","14th_Main","35.8333333333333"
"30646","f","TruePM","2014-05-01 19:30:00","Chain","29.6666666666667"
"30646","f","TruePM","2014-05-01 19:30:00","Key","23.5"
"30646","f","TruePM","2014-05-01 19:30:00","Memorial","35"
"30646","f","TruePM","2014-05-01 19:30:00","Roosevelt","41.5"
"30647","f","TruePM","2014-05-01 19:40:00","14th_HOV","51"
"30647","f","TruePM","2014-05-01 19:40:00","14th_Main","35.8333333333333"
"30647","f","TruePM","2014-05-01 19:40:00","Chain","29.6666666666667"
"30647","f","TruePM","2014-05-01 19:40:00","Key","23.5"
"30647","f","TruePM","2014-05-01 19:40:00","Memorial","35"
"30647","f","TruePM","2014-05-01 19:40:00","Roosevelt","41.5"
"30648","f","TruePM","2014-05-01 19:50:00","14th_HOV","51.4499988555908"
"30648","f","TruePM","2014-05-01 19:50:00","14th_Main","36.9166666666667"
"30648","f","TruePM","2014-05-01 19:50:00","Chain","29.8666661580404"
"30648","f","TruePM","2014-05-01 19:50:00","Key","24.1000003814697"
"30648","f","TruePM","2014-05-01 19:50:00","Memorial","35.0499992370605"
"30648","f","TruePM","2014-05-01 19:50:00","Roosevelt","41.9250001907349"
"30649","f","TruePM","2014-05-01 20:00:00","14th_HOV","55.5"
"30649","f","TruePM","2014-05-01 20:00:00","14th_Main","46.6666666666667"
"30649","f","TruePM","2014-05-01 20:00:00","Chain","31.6666666666667"
"30649","f","TruePM","2014-05-01 20:00:00","Key","29.5"
"30649","f","TruePM","2014-05-01 20:00:00","Memorial","35.5"
"30649","f","TruePM","2014-05-01 20:00:00","Roosevelt","45.75"
"30710","f","TrueAM","2014-05-02 06:10:00","14th_HOV","57"
"30710","f","TrueAM","2014-05-02 06:10:00","14th_Main","49.5"
"30710","f","TrueAM","2014-05-02 06:10:00","Chain","31.6666666666667"
"30710","f","TrueAM","2014-05-02 06:10:00","Key","34.5"
"30710","f","TrueAM","2014-05-02 06:10:00","Memorial","38"
"30710","f","TrueAM","2014-05-02 06:10:00","Roosevelt","45.75"
"30711","f","TrueAM","2014-05-02 06:20:00","14th_HOV","57"
"30711","f","TrueAM","2014-05-02 06:20:00","14th_Main","49.5"
"30711","f","TrueAM","2014-05-02 06:20:00","Chain","31.6666666666667"
"30711","f","TrueAM","2014-05-02 06:20:00","Key","34.5"
"30711","f","TrueAM","2014-05-02 06:20:00","Memorial","38"
"30711","f","TrueAM","2014-05-02 06:20:00","Roosevelt","45.75"
"30712","f","TrueAM","2014-05-02 06:30:00","14th_HOV","57"
"30712","f","TrueAM","2014-05-02 06:30:00","14th_Main","49.5"
"30712","f","TrueAM","2014-05-02 06:30:00","Chain","31.6666666666667"
"30712","f","TrueAM","2014-05-02 06:30:00","Key","34.5"
"30712","f","TrueAM","2014-05-02 06:30:00","Memorial","38"
"30712","f","TrueAM","2014-05-02 06:30:00","Roosevelt","45.75"
"30713","f","TrueAM","2014-05-02 06:40:00","14th_HOV","57"
"30713","f","TrueAM","2014-05-02 06:40:00","14th_Main","49.5"
"30713","f","TrueAM","2014-05-02 06:40:00","Chain","31.6666666666667"
"30713","f","TrueAM","2014-05-02 06:40:00","Key","34.5"
"30713","f","TrueAM","2014-05-02 06:40:00","Memorial","38"
"30713","f","TrueAM","2014-05-02 06:40:00","Roosevelt","45.75"
"30714","f","TrueAM","2014-05-02 06:50:00","14th_HOV","56.5500011444092"
"30714","f","TrueAM","2014-05-02 06:50:00","14th_Main","48.9666665395101"
"30714","f","TrueAM","2014-05-02 06:50:00","Chain","31.533332824707"
"30714","f","TrueAM","2014-05-02 06:50:00","Key","33.8000011444092"
"30714","f","TrueAM","2014-05-02 06:50:00","Memorial","37.8999996185303"
"30714","f","TrueAM","2014-05-02 06:50:00","Roosevelt","45.4500007629395"
"30715","f","TrueAM","2014-05-02 07:00:00","14th_HOV","52.5"
"30715","f","TrueAM","2014-05-02 07:00:00","14th_Main","44.1666666666667"
"30715","f","TrueAM","2014-05-02 07:00:00","Chain","30.3333333333333"
"30715","f","TrueAM","2014-05-02 07:00:00","Key","27.5"
"30715","f","TrueAM","2014-05-02 07:00:00","Memorial","37"
"30715","f","TrueAM","2014-05-02 07:00:00","Roosevelt","42.75"
"30716","f","TrueAM","2014-05-02 07:10:00","14th_HOV","52.5"
"30716","f","TrueAM","2014-05-02 07:10:00","14th_Main","44.1666666666667"
"30716","f","TrueAM","2014-05-02 07:10:00","Chain","30.3333333333333"
"30716","f","TrueAM","2014-05-02 07:10:00","Key","27.5"
"30716","f","TrueAM","2014-05-02 07:10:00","Memorial","37"
"30716","f","TrueAM","2014-05-02 07:10:00","Roosevelt","42.75"
"30717","f","TrueAM","2014-05-02 07:20:00","14th_HOV","52.5"
"30717","f","TrueAM","2014-05-02 07:20:00","14th_Main","44.1666666666667"
"30717","f","TrueAM","2014-05-02 07:20:00","Chain","30.3333333333333"
"30717","f","TrueAM","2014-05-02 07:20:00","Key","27.5"
"30717","f","TrueAM","2014-05-02 07:20:00","Memorial","37"
"30717","f","TrueAM","2014-05-02 07:20:00","Roosevelt","42.75"
"30718","f","TrueAM","2014-05-02 07:30:00","14th_HOV","52.5"
"30718","f","TrueAM","2014-05-02 07:30:00","14th_Main","44.1666666666667"
"30718","f","TrueAM","2014-05-02 07:30:00","Chain","30.3333333333333"
"30718","f","TrueAM","2014-05-02 07:30:00","Key","27.5"
"30718","f","TrueAM","2014-05-02 07:30:00","Memorial","37"
"30718","f","TrueAM","2014-05-02 07:30:00","Roosevelt","42.75"
"30785","f","TruePM","2014-05-02 18:40:00","14th_HOV","46"
"30785","f","TruePM","2014-05-02 18:40:00","14th_Main","29.3333333333333"
"30785","f","TruePM","2014-05-02 18:40:00","Chain","28"
"30785","f","TruePM","2014-05-02 18:40:00","Key","20.5"
"30785","f","TruePM","2014-05-02 18:40:00","Memorial","35"
"30785","f","TruePM","2014-05-02 18:40:00","Roosevelt","39"
"30786","f","TruePM","2014-05-02 18:50:00","14th_HOV","46"
"30786","f","TruePM","2014-05-02 18:50:00","14th_Main","29.3333333333333"
"30786","f","TruePM","2014-05-02 18:50:00","Chain","28"
"30786","f","TruePM","2014-05-02 18:50:00","Key","20.5"
"30786","f","TruePM","2014-05-02 18:50:00","Memorial","35"
"30786","f","TruePM","2014-05-02 18:50:00","Roosevelt","39"
"30787","f","TruePM","2014-05-02 19:00:00","14th_HOV","54.5"
"30787","f","TruePM","2014-05-02 19:00:00","14th_Main","40.1666666666667"
"30787","f","TruePM","2014-05-02 19:00:00","Chain","30.6666666666667"
"30787","f","TruePM","2014-05-02 19:00:00","Key","24.5"
"30787","f","TruePM","2014-05-02 19:00:00","Memorial","35.5"
"30787","f","TruePM","2014-05-02 19:00:00","Roosevelt","43.25"
"30788","f","TruePM","2014-05-02 19:10:00","14th_HOV","54.5"
"30788","f","TruePM","2014-05-02 19:10:00","14th_Main","40.1666666666667"
"30788","f","TruePM","2014-05-02 19:10:00","Chain","30.6666666666667"
"30788","f","TruePM","2014-05-02 19:10:00","Key","24.5"
"30788","f","TruePM","2014-05-02 19:10:00","Memorial","35.5"
"30788","f","TruePM","2014-05-02 19:10:00","Roosevelt","43.25"
"30789","f","TruePM","2014-05-02 19:20:00","14th_HOV","54.5"
"30789","f","TruePM","2014-05-02 19:20:00","14th_Main","40.1666666666667"
"30789","f","TruePM","2014-05-02 19:20:00","Chain","30.6666666666667"
"30789","f","TruePM","2014-05-02 19:20:00","Key","24.5"
"30789","f","TruePM","2014-05-02 19:20:00","Memorial","35.5"
"30789","f","TruePM","2014-05-02 19:20:00","Roosevelt","43.25"
"30790","f","TruePM","2014-05-02 19:30:00","14th_HOV","54.5"
"30790","f","TruePM","2014-05-02 19:30:00","14th_Main","40.1666666666667"
"30790","f","TruePM","2014-05-02 19:30:00","Chain","30.6666666666667"
"30790","f","TruePM","2014-05-02 19:30:00","Key","24.5"
"30790","f","TruePM","2014-05-02 19:30:00","Memorial","35.5"
"30790","f","TruePM","2014-05-02 19:30:00","Roosevelt","43.25"
"30791","f","TruePM","2014-05-02 19:40:00","14th_HOV","54.5"
"30791","f","TruePM","2014-05-02 19:40:00","14th_Main","40.1666666666667"
"30791","f","TruePM","2014-05-02 19:40:00","Chain","30.6666666666667"
"30791","f","TruePM","2014-05-02 19:40:00","Key","24.5"
"30791","f","TruePM","2014-05-02 19:40:00","Memorial","35.5"
"30791","f","TruePM","2014-05-02 19:40:00","Roosevelt","43.25"
"30792","f","TruePM","2014-05-02 19:50:00","14th_HOV","54.5"
"30792","f","TruePM","2014-05-02 19:50:00","14th_Main","40.1666666666667"
"30792","f","TruePM","2014-05-02 19:50:00","Chain","30.6666666666667"
"30792","f","TruePM","2014-05-02 19:50:00","Key","24.5"
"30792","f","TruePM","2014-05-02 19:50:00","Memorial","35.5"
"30792","f","TruePM","2014-05-02 19:50:00","Roosevelt","43.25"
"30793","f","TruePM","2014-05-02 20:00:00","14th_HOV","55.5"
"30793","f","TruePM","2014-05-02 20:00:00","14th_Main","46.3333333333333"
"30793","f","TruePM","2014-05-02 20:00:00","Chain","32"
"30793","f","TruePM","2014-05-02 20:00:00","Key","29"
"30793","f","TruePM","2014-05-02 20:00:00","Memorial","36"
"30793","f","TruePM","2014-05-02 20:00:00","Roosevelt","45.5"
"31142","f","TrueAM","2014-05-05 06:10:00","14th_HOV","56.5"
"31142","f","TrueAM","2014-05-05 06:10:00","14th_Main","48.8333333333333"
"31142","f","TrueAM","2014-05-05 06:10:00","Chain","33"
"31142","f","TrueAM","2014-05-05 06:10:00","Key","34.5"
"31142","f","TrueAM","2014-05-05 06:10:00","Memorial","38"
"31142","f","TrueAM","2014-05-05 06:10:00","Roosevelt","45.25"
"31143","f","TrueAM","2014-05-05 06:20:00","14th_HOV","56.5"
"31143","f","TrueAM","2014-05-05 06:20:00","14th_Main","48.8333333333333"
"31143","f","TrueAM","2014-05-05 06:20:00","Chain","33"
"31143","f","TrueAM","2014-05-05 06:20:00","Key","34.5"
"31143","f","TrueAM","2014-05-05 06:20:00","Memorial","38"
"31143","f","TrueAM","2014-05-05 06:20:00","Roosevelt","45.25"
"31144","f","TrueAM","2014-05-05 06:30:00","14th_HOV","56.5"
"31144","f","TrueAM","2014-05-05 06:30:00","14th_Main","48.8333333333333"
"31144","f","TrueAM","2014-05-05 06:30:00","Chain","33"
"31144","f","TrueAM","2014-05-05 06:30:00","Key","34.5"
"31144","f","TrueAM","2014-05-05 06:30:00","Memorial","38"
"31144","f","TrueAM","2014-05-05 06:30:00","Roosevelt","45.25"
"31145","f","TrueAM","2014-05-05 06:40:00","14th_HOV","56.5"
"31145","f","TrueAM","2014-05-05 06:40:00","14th_Main","48.8333333333333"
"31145","f","TrueAM","2014-05-05 06:40:00","Chain","33"
"31145","f","TrueAM","2014-05-05 06:40:00","Key","34.5"
"31145","f","TrueAM","2014-05-05 06:40:00","Memorial","38"
"31145","f","TrueAM","2014-05-05 06:40:00","Roosevelt","45.25"
"31146","f","TrueAM","2014-05-05 06:50:00","14th_HOV","56.5"
"31146","f","TrueAM","2014-05-05 06:50:00","14th_Main","48.8333333333333"
"31146","f","TrueAM","2014-05-05 06:50:00","Chain","33"
"31146","f","TrueAM","2014-05-05 06:50:00","Key","34.5"
"31146","f","TrueAM","2014-05-05 06:50:00","Memorial","38"
"31146","f","TrueAM","2014-05-05 06:50:00","Roosevelt","45.25"
"31147","f","TrueAM","2014-05-05 07:00:00","14th_HOV","47"
"31147","f","TrueAM","2014-05-05 07:00:00","14th_Main","41.8333333333333"
"31147","f","TrueAM","2014-05-05 07:00:00","Chain","30"
"31147","f","TrueAM","2014-05-05 07:00:00","Key","27.5"
"31147","f","TrueAM","2014-05-05 07:00:00","Memorial","38"
"31147","f","TrueAM","2014-05-05 07:00:00","Roosevelt","42.5"
"31148","f","TrueAM","2014-05-05 07:10:00","14th_HOV","47"
"31148","f","TrueAM","2014-05-05 07:10:00","14th_Main","41.8333333333333"
"31148","f","TrueAM","2014-05-05 07:10:00","Chain","30"
"31148","f","TrueAM","2014-05-05 07:10:00","Key","27.5"
"31148","f","TrueAM","2014-05-05 07:10:00","Memorial","38"
"31148","f","TrueAM","2014-05-05 07:10:00","Roosevelt","42.5"
"31149","f","TrueAM","2014-05-05 07:20:00","14th_HOV","47"
"31149","f","TrueAM","2014-05-05 07:20:00","14th_Main","41.8333333333333"
"31149","f","TrueAM","2014-05-05 07:20:00","Chain","30"
"31149","f","TrueAM","2014-05-05 07:20:00","Key","27.5"
"31149","f","TrueAM","2014-05-05 07:20:00","Memorial","38"
"31149","f","TrueAM","2014-05-05 07:20:00","Roosevelt","42.5"
"31150","f","TrueAM","2014-05-05 07:30:00","14th_HOV","47"
"31150","f","TrueAM","2014-05-05 07:30:00","14th_Main","41.8333333333333"
"31150","f","TrueAM","2014-05-05 07:30:00","Chain","30"
"31150","f","TrueAM","2014-05-05 07:30:00","Key","27.5"
"31150","f","TrueAM","2014-05-05 07:30:00","Memorial","38"
"31150","f","TrueAM","2014-05-05 07:30:00","Roosevelt","42.5"
"31217","f","TruePM","2014-05-05 18:40:00","14th_HOV","50"
"31217","f","TruePM","2014-05-05 18:40:00","14th_Main","33.1666666666667"
"31217","f","TruePM","2014-05-05 18:40:00","Chain","28.3333333333333"
"31217","f","TruePM","2014-05-05 18:40:00","Key","22"
"31217","f","TruePM","2014-05-05 18:40:00","Memorial","36"
"31217","f","TruePM","2014-05-05 18:40:00","Roosevelt","38.5"
"31218","f","TruePM","2014-05-05 18:50:00","14th_HOV","50"
"31218","f","TruePM","2014-05-05 18:50:00","14th_Main","33.1666666666667"
"31218","f","TruePM","2014-05-05 18:50:00","Chain","28.3333333333333"
"31218","f","TruePM","2014-05-05 18:50:00","Key","22"
"31218","f","TruePM","2014-05-05 18:50:00","Memorial","36"
"31218","f","TruePM","2014-05-05 18:50:00","Roosevelt","38.5"
"31219","f","TruePM","2014-05-05 19:00:00","14th_HOV","55.5"
"31219","f","TruePM","2014-05-05 19:00:00","14th_Main","42.3333333333333"
"31219","f","TruePM","2014-05-05 19:00:00","Chain","27.6666666666667"
"31219","f","TruePM","2014-05-05 19:00:00","Key","27"
"31219","f","TruePM","2014-05-05 19:00:00","Memorial","36"
"31219","f","TruePM","2014-05-05 19:00:00","Roosevelt","43.5"
"31220","f","TruePM","2014-05-05 19:10:00","14th_HOV","55.5"
"31220","f","TruePM","2014-05-05 19:10:00","14th_Main","42.3333333333333"
"31220","f","TruePM","2014-05-05 19:10:00","Chain","27.6666666666667"
"31220","f","TruePM","2014-05-05 19:10:00","Key","27"
"31220","f","TruePM","2014-05-05 19:10:00","Memorial","36"
"31220","f","TruePM","2014-05-05 19:10:00","Roosevelt","43.5"
"31221","f","TruePM","2014-05-05 19:20:00","14th_HOV","55.5"
"31221","f","TruePM","2014-05-05 19:20:00","14th_Main","42.3333333333333"
"31221","f","TruePM","2014-05-05 19:20:00","Chain","27.6666666666667"
"31221","f","TruePM","2014-05-05 19:20:00","Key","27"
"31221","f","TruePM","2014-05-05 19:20:00","Memorial","36"
"31221","f","TruePM","2014-05-05 19:20:00","Roosevelt","43.5"
"31222","f","TruePM","2014-05-05 19:30:00","14th_HOV","55.5"
"31222","f","TruePM","2014-05-05 19:30:00","14th_Main","42.3333333333333"
"31222","f","TruePM","2014-05-05 19:30:00","Chain","27.6666666666667"
"31222","f","TruePM","2014-05-05 19:30:00","Key","27"
"31222","f","TruePM","2014-05-05 19:30:00","Memorial","36"
"31222","f","TruePM","2014-05-05 19:30:00","Roosevelt","43.5"
"31223","f","TruePM","2014-05-05 19:40:00","14th_HOV","55.5"
"31223","f","TruePM","2014-05-05 19:40:00","14th_Main","42.3333333333333"
"31223","f","TruePM","2014-05-05 19:40:00","Chain","27.6666666666667"
"31223","f","TruePM","2014-05-05 19:40:00","Key","27"
"31223","f","TruePM","2014-05-05 19:40:00","Memorial","36"
"31223","f","TruePM","2014-05-05 19:40:00","Roosevelt","43.5"
"31224","f","TruePM","2014-05-05 19:50:00","14th_HOV","55.5"
"31224","f","TruePM","2014-05-05 19:50:00","14th_Main","42.3333333333333"
"31224","f","TruePM","2014-05-05 19:50:00","Chain","27.6666666666667"
"31224","f","TruePM","2014-05-05 19:50:00","Key","27"
"31224","f","TruePM","2014-05-05 19:50:00","Memorial","36"
"31224","f","TruePM","2014-05-05 19:50:00","Roosevelt","43.5"
"31225","f","TruePM","2014-05-05 20:00:00","14th_HOV","56"
"31225","f","TruePM","2014-05-05 20:00:00","14th_Main","48.5"
"31225","f","TruePM","2014-05-05 20:00:00","Chain","31"
"31225","f","TruePM","2014-05-05 20:00:00","Key","29"
"31225","f","TruePM","2014-05-05 20:00:00","Memorial","36"
"31225","f","TruePM","2014-05-05 20:00:00","Roosevelt","45"
"31286","f","TrueAM","2014-05-06 06:10:00","14th_HOV","55.5"
"31286","f","TrueAM","2014-05-06 06:10:00","14th_Main","49.3333333333333"
"31286","f","TrueAM","2014-05-06 06:10:00","Chain","32"
"31286","f","TrueAM","2014-05-06 06:10:00","Key","34.5"
"31286","f","TrueAM","2014-05-06 06:10:00","Memorial","38"
"31286","f","TrueAM","2014-05-06 06:10:00","Roosevelt","45"
"31287","f","TrueAM","2014-05-06 06:20:00","14th_HOV","55.5"
"31287","f","TrueAM","2014-05-06 06:20:00","14th_Main","49.3333333333333"
"31287","f","TrueAM","2014-05-06 06:20:00","Chain","32"
"31287","f","TrueAM","2014-05-06 06:20:00","Key","34.5"
"31287","f","TrueAM","2014-05-06 06:20:00","Memorial","38"
"31287","f","TrueAM","2014-05-06 06:20:00","Roosevelt","45"
"31288","f","TrueAM","2014-05-06 06:30:00","14th_HOV","55.5"
"31288","f","TrueAM","2014-05-06 06:30:00","14th_Main","49.3333333333333"
"31288","f","TrueAM","2014-05-06 06:30:00","Chain","32"
"31288","f","TrueAM","2014-05-06 06:30:00","Key","34.5"
"31288","f","TrueAM","2014-05-06 06:30:00","Memorial","38"
"31288","f","TrueAM","2014-05-06 06:30:00","Roosevelt","45"
"31289","f","TrueAM","2014-05-06 06:40:00","14th_HOV","55.5"
"31289","f","TrueAM","2014-05-06 06:40:00","14th_Main","49.3333333333333"
"31289","f","TrueAM","2014-05-06 06:40:00","Chain","32"
"31289","f","TrueAM","2014-05-06 06:40:00","Key","34.5"
"31289","f","TrueAM","2014-05-06 06:40:00","Memorial","38"
"31289","f","TrueAM","2014-05-06 06:40:00","Roosevelt","45"
"31290","f","TrueAM","2014-05-06 06:50:00","14th_HOV","55.5"
"31290","f","TrueAM","2014-05-06 06:50:00","14th_Main","49.3333333333333"
"31290","f","TrueAM","2014-05-06 06:50:00","Chain","32"
"31290","f","TrueAM","2014-05-06 06:50:00","Key","34.5"
"31290","f","TrueAM","2014-05-06 06:50:00","Memorial","38"
"31290","f","TrueAM","2014-05-06 06:50:00","Roosevelt","45"
"31291","f","TrueAM","2014-05-06 07:00:00","14th_HOV","44.5"
"31291","f","TrueAM","2014-05-06 07:00:00","14th_Main","41.5"
"31291","f","TrueAM","2014-05-06 07:00:00","Chain","30.3333333333333"
"31291","f","TrueAM","2014-05-06 07:00:00","Key","28"
"31291","f","TrueAM","2014-05-06 07:00:00","Memorial","36.5"
"31291","f","TrueAM","2014-05-06 07:00:00","Roosevelt","40.75"
"31292","f","TrueAM","2014-05-06 07:10:00","14th_HOV","44.5"
"31292","f","TrueAM","2014-05-06 07:10:00","14th_Main","41.5"
"31292","f","TrueAM","2014-05-06 07:10:00","Chain","30.3333333333333"
"31292","f","TrueAM","2014-05-06 07:10:00","Key","28"
"31292","f","TrueAM","2014-05-06 07:10:00","Memorial","36.5"
"31292","f","TrueAM","2014-05-06 07:10:00","Roosevelt","40.75"
"31293","f","TrueAM","2014-05-06 07:20:00","14th_HOV","44.5"
"31293","f","TrueAM","2014-05-06 07:20:00","14th_Main","41.5"
"31293","f","TrueAM","2014-05-06 07:20:00","Chain","30.3333333333333"
"31293","f","TrueAM","2014-05-06 07:20:00","Key","28"
"31293","f","TrueAM","2014-05-06 07:20:00","Memorial","36.5"
"31293","f","TrueAM","2014-05-06 07:20:00","Roosevelt","40.75"
"31294","f","TrueAM","2014-05-06 07:30:00","14th_HOV","44.5"
"31294","f","TrueAM","2014-05-06 07:30:00","14th_Main","41.5"
"31294","f","TrueAM","2014-05-06 07:30:00","Chain","30.3333333333333"
"31294","f","TrueAM","2014-05-06 07:30:00","Key","28"
"31294","f","TrueAM","2014-05-06 07:30:00","Memorial","36.5"
"31294","f","TrueAM","2014-05-06 07:30:00","Roosevelt","40.75"
"31361","f","TruePM","2014-05-06 18:40:00","14th_HOV","45"
"31361","f","TruePM","2014-05-06 18:40:00","14th_Main","29.6666666666667"
"31361","f","TruePM","2014-05-06 18:40:00","Chain","28.3333333333333"
"31361","f","TruePM","2014-05-06 18:40:00","Key","20.5"
"31361","f","TruePM","2014-05-06 18:40:00","Memorial","35"
