Standardized Location,Location,Type,Start Time,Date,Time,Bucket Time,End Time,Duration (minutes),Latitude,Longitude,MM Matches,In/Out
14th St. Bridge,I-395N north @ MM 9.700,Collision,5/10/14 11:46,5/10/14,11:46:00 AM,11:50:00 AM,5/10/14 12:31,51,38.87225,-77.04305,No Match,IN
14th St. Bridge,I-395 north,Collision,6/30/14 8:27,6/30/14,8:27:00 AM,8:30:00 AM,6/30/14 8:44,19,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Collision,4/1/14 15:54,4/1/14,3:54:00 AM,3:50:00 AM,4/1/14 17:30,109,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Collision,4/2/14 5:34,4/2/14,5:34:00 AM,5:30:00 AM,4/2/14 7:07,105,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395N north @ MM 9.700,Collision,4/2/14 17:15,4/2/14,5:15:00 AM,5:20:00 AM,4/2/14 17:31,18,38.87225,-77.04305,No Match,IN
14th St. Bridge,I-395 south,Collision,6/27/14 14:17,6/27/14,2:17:00 AM,2:20:00 AM,6/27/14 14:30,15,38.873123,-77.043175,No Match,OUT
14th St. Bridge,I-395N north @ MM 9.700,Collision,4/3/14 8:38,4/3/14,8:38:00 AM,8:40:00 AM,4/3/14 10:00,93,38.87225,-77.04305,No Match,IN
14th St. Bridge,I-395 north,Collision,4/3/14 14:39,4/3/14,2:39:00 AM,2:40:00 AM,4/3/14 14:57,20,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395N north @ MM 9.700,Collision,5/15/14 18:51,5/15/14,6:51:00 AM,6:50:00 AM,5/15/14 20:03,82,38.87225,-77.04305,No Match,IN
14th St. Bridge,I-395N north @ MM 9.700,Collision,4/5/14 12:36,4/5/14,12:36:00 PM,12:40:00 PM,4/5/14 13:13,42,38.87225,-77.04305,No Match,IN
14th St. Bridge,I-395N HOV north @ MM 9.700,Collision,5/16/14 9:32,5/16/14,9:32:00 AM,9:30:00 AM,5/16/14 10:29,65,38.8735,-77.04404,No Match,IN
14th St. Bridge,I-395N north @ MM 9.700,Collision,5/17/14 11:20,5/17/14,11:20:00 AM,11:20:00 AM,5/17/14 12:16,63,38.87225,-77.04305,No Match,IN
14th St. Bridge,I-395N north @ MM 9.700,Collision,4/21/14 11:11,4/21/14,11:11:00 AM,11:10:00 AM,4/21/14 11:47,41,38.87225,-77.04305,No Match,IN
14th St. Bridge,I-395N north @ MM 9.700,Collision,4/7/14 7:44,4/7/14,7:44:00 AM,7:40:00 AM,4/7/14 9:39,130,38.87225,-77.04305,No Match,IN
14th St. Bridge,I-395N north @ MM 9.700,Collision,6/23/14 14:25,6/23/14,2:25:00 AM,2:30:00 AM,6/23/14 15:23,66,38.87225,-77.04305,No Match,IN
14th St. Bridge,I-395N north @ MM 9.700,Collision,5/20/14 12:19,5/20/14,12:19:00 PM,12:20:00 PM,5/20/14 12:50,35,38.87225,-77.04305,No Match,IN
14th St. Bridge,I-395N north @ MM 9.700,Collision,6/20/14 22:09,6/20/14,10:09:00 AM,10:10:00 AM,6/20/14 22:33,27,38.87225,-77.04305,No Match,IN
14th St. Bridge,I-395N north @ MM 9.700,Collision,5/22/14 17:47,5/22/14,5:47:00 AM,5:50:00 AM,5/22/14 17:59,14,38.87225,-77.04305,No Match,IN
14th St. Bridge,I-395N north @ MM 9.700,Collision,4/10/14 6:32,4/10/14,6:32:00 AM,6:30:00 AM,4/10/14 7:16,50,38.87225,-77.04305,No Match,IN
14th St. Bridge,I-395S south @ MM 9.700,Collision,6/19/14 7:30,6/19/14,7:30:00 AM,7:30:00 AM,6/19/14 8:22,59,38.873734,-77.044266,No Match,OUT
14th St. Bridge,I-395S south @ MM 9.700,Collision,5/24/14 12:06,5/24/14,12:06:00 PM,12:10:00 PM,5/24/14 13:39,105,38.873734,-77.044266,No Match,OUT
14th St. Bridge,I-395S south @ MM 9.700,Collision,5/25/14 10:01,5/25/14,10:01:00 AM,10:00:00 AM,5/25/14 11:33,104,38.873734,-77.044266,No Match,OUT
14th St. Bridge,I-395 north,Collision,4/11/14 19:25,4/11/14,7:25:00 AM,7:30:00 AM,4/11/14 20:30,74,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395N north @ MM 9.700,Collision,6/15/14 19:13,6/15/14,7:13:00 AM,7:10:00 AM,6/15/14 19:24,12,38.87225,-77.04305,No Match,IN
14th St. Bridge,I-395N north @ MM 9.700,Collision,4/20/14 10:42,4/20/14,10:42:00 AM,10:40:00 AM,4/20/14 11:11,33,38.87225,-77.04305,No Match,IN
14th St. Bridge,I-395 north,Collision,4/13/14 11:51,4/13/14,11:51:00 AM,11:50:00 AM,4/13/14 12:03,14,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Collision,5/30/14 22:55,5/30/14,10:55:00 AM,11:00:00 AM,5/30/14 23:50,62,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395N north @ MM 9.700,Collision,5/31/14 11:18,5/31/14,11:18:00 AM,11:20:00 AM,5/31/14 11:36,20,38.87225,-77.04305,No Match,IN
14th St. Bridge,I-395N north @ MM 9.700,Collision,6/13/14 16:19,6/13/14,4:19:00 AM,4:20:00 AM,6/13/14 17:16,65,38.87225,-77.04305,No Match,IN
14th St. Bridge,I-395 north,Collision,4/15/14 19:15,4/15/14,7:15:00 AM,7:20:00 AM,4/15/14 19:50,40,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Collision,6/12/14 11:16,6/12/14,11:16:00 AM,11:20:00 AM,6/12/14 12:44,100,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395S south @ MM 9.700,Collision,4/20/14 3:33,4/20/14,3:33:00 AM,3:30:00 AM,4/20/14 3:58,28,38.873734,-77.044266,No Match,OUT
14th St. Bridge,I-395 north,Collision,4/23/14 5:54,4/23/14,5:54:00 AM,5:50:00 AM,4/23/14 6:50,63,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395N north @ MM 9.700,Collision,6/10/14 9:49,6/10/14,9:49:00 AM,9:50:00 AM,6/10/14 10:08,22,38.87225,-77.04305,No Match,IN
14th St. Bridge,I-395 north,Collision,4/18/14 10:32,4/18/14,10:32:00 AM,10:30:00 AM,4/18/14 10:42,11,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395N north @ MM 9.700,Disabled Vehicle,6/29/14 22:25,6/29/14,10:25:00 AM,10:30:00 AM,6/29/14 22:44,22,38.87225,-77.04305,No Match,IN
14th St. Bridge,I-395 north,Disabled Vehicle,6/15/14 9:41,6/15/14,9:41:00 AM,9:40:00 AM,6/15/14 10:01,23,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 south,Disabled Vehicle,5/30/14 6:02,5/30/14,6:02:00 AM,6:00:00 AM,5/30/14 6:24,25,38.873123,-77.043175,No Match,OUT
14th St. Bridge,I-395N north @ MM 9.700,Disabled Vehicle,6/15/14 22:00,6/15/14,10:00:00 AM,10:00:00 AM,6/15/14 22:08,9,38.87225,-77.04305,No Match,IN
14th St. Bridge,I-395 north,Disabled Vehicle,5/27/14 15:39,5/27/14,3:39:00 AM,3:40:00 AM,5/27/14 16:00,24,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395N north @ MM 9.700,Disabled Vehicle,5/26/14 23:48,5/26/14,11:48:00 AM,11:50:00 AM,5/27/14 0:20,36,38.87225,-77.04305,No Match,IN
14th St. Bridge,I-395N north @ MM 9.700,Disabled Vehicle,6/19/14 9:39,6/19/14,9:39:00 AM,9:40:00 AM,6/19/14 9:41,2,38.87225,-77.04305,No Match,IN
14th St. Bridge,I-395S south @ MM 9.700,Disabled Vehicle,5/23/14 0:24,5/23/14,12:24:00 PM,12:20:00 PM,5/23/14 2:07,117,38.873734,-77.044266,No Match,OUT
14th St. Bridge,I-395S south @ MM 9.700,Disabled Vehicle,5/22/14 23:00,5/22/14,11:00:00 AM,11:00:00 AM,5/22/14 23:11,12,38.873734,-77.044266,No Match,OUT
14th St. Bridge,I-395N north @ MM 9.700,Disabled Vehicle,5/16/14 7:24,5/16/14,7:24:00 AM,7:20:00 AM,5/16/14 7:37,15,38.87225,-77.04305,No Match,IN
14th St. Bridge,I-395N north @ MM 9.700,Disabled Vehicle,6/28/14 5:49,6/28/14,5:49:00 AM,5:50:00 AM,6/28/14 6:08,22,38.87225,-77.04305,No Match,IN
14th St. Bridge,I-395 north,Disabled Vehicle,5/9/14 17:38,5/9/14,5:38:00 AM,5:40:00 AM,5/9/14 17:54,18,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395N north @ MM 9.700,Disabled Vehicle,5/8/14 4:44,5/8/14,4:44:00 AM,4:40:00 AM,5/8/14 5:03,22,38.87225,-77.04305,No Match,IN
14th St. Bridge,I-395 north,Disabled Vehicle,5/8/14 0:00,5/8/14,12:00:00 PM,12:00:00 PM,5/8/14 0:08,9,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Disabled Vehicle,5/7/14 14:15,5/7/14,2:15:00 AM,2:20:00 AM,5/7/14 14:37,25,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395S south @ MM 9.700,Disabled Vehicle,4/4/14 7:11,4/4/14,7:11:00 AM,7:10:00 AM,4/4/14 7:16,6,38.873734,-77.044266,No Match,OUT
14th St. Bridge,I-395S HOV south @ MM 9.700,Disabled Vehicle,5/2/14 16:01,5/2/14,4:01:00 AM,4:00:00 AM,5/2/14 16:51,57,38.873558,-77.044136,No Match,OUT
14th St. Bridge,I-395N north @ MM 9.700,Disabled Vehicle,4/11/14 13:25,4/11/14,1:25:00 AM,1:30:00 AM,4/11/14 14:03,43,38.87225,-77.04305,No Match,IN
14th St. Bridge,I-395 south,Disabled Vehicle,4/24/14 10:42,4/24/14,10:42:00 AM,10:40:00 AM,4/24/14 11:02,23,38.873123,-77.043175,No Match,OUT
14th St. Bridge,I-395 north,Disabled Vehicle,4/15/14 8:20,4/15/14,8:20:00 AM,8:20:00 AM,4/15/14 8:51,35,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395S south @ MM 9.700,Incident,5/10/14 6:47,5/10/14,6:47:00 AM,6:50:00 AM,5/10/14 6:59,14,38.873734,-77.044266,No Match,OUT
14th St. Bridge,I-395 north,Traffic Congestion,4/16/14 9:43,4/16/14,9:43:00 AM,9:40:00 AM,4/16/14 10:13,34,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,4/16/14 8:18,4/16/14,8:18:00 AM,8:20:00 AM,4/16/14 9:09,58,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,6/12/14 7:24,6/12/14,7:24:00 AM,7:20:00 AM,6/12/14 10:12,190,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,6/6/14 14:51,6/6/14,2:51:00 AM,2:50:00 AM,6/6/14 17:49,202,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,4/21/14 8:34,4/21/14,8:34:00 AM,8:30:00 AM,4/21/14 9:37,71,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,6/7/14 14:19,6/7/14,2:19:00 AM,2:20:00 AM,6/7/14 15:38,90,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,6/5/14 15:24,6/5/14,3:24:00 AM,3:20:00 AM,6/5/14 17:06,116,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,6/5/14 6:51,6/5/14,6:51:00 AM,6:50:00 AM,6/5/14 9:56,210,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395N north @ MM 9.700,Traffic Congestion,4/22/14 8:04,4/22/14,8:04:00 AM,8:00:00 AM,4/22/14 10:35,171,38.87225,-77.04305,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,6/4/14 17:28,6/4/14,5:28:00 AM,5:30:00 AM,6/4/14 17:50,25,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,4/15/14 7:03,4/15/14,7:03:00 AM,7:00:00 AM,4/15/14 10:00,201,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,6/13/14 8:31,6/13/14,8:31:00 AM,8:30:00 AM,6/13/14 10:40,146,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,6/4/14 17:08,6/4/14,5:08:00 AM,5:10:00 AM,6/4/14 19:26,156,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395N north @ MM 9.700,Traffic Congestion,4/23/14 7:50,4/23/14,7:50:00 AM,7:50:00 AM,4/23/14 10:16,165,38.87225,-77.04305,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,6/4/14 6:37,6/4/14,6:37:00 AM,6:40:00 AM,6/4/14 9:56,226,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,6/3/14 18:23,6/3/14,6:23:00 AM,6:20:00 AM,6/3/14 19:02,44,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,6/13/14 15:31,6/13/14,3:31:00 AM,3:30:00 AM,6/13/14 16:16,51,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,4/14/14 8:17,4/14/14,8:17:00 AM,8:20:00 AM,4/14/14 9:12,62,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,6/3/14 15:02,6/3/14,3:02:00 AM,3:00:00 AM,6/3/14 17:47,187,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,6/3/14 9:03,6/3/14,9:03:00 AM,9:00:00 AM,6/3/14 10:17,84,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,4/24/14 8:46,4/24/14,8:46:00 AM,8:50:00 AM,4/24/14 11:02,154,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,4/13/14 15:54,4/13/14,3:54:00 AM,3:50:00 AM,4/13/14 17:44,125,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,4/19/14 12:57,4/19/14,12:57:00 PM,1:00:00 PM,4/19/14 13:53,63,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,4/13/14 12:45,4/13/14,12:45:00 PM,12:50:00 PM,4/13/14 14:38,128,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,6/1/14 11:47,6/1/14,11:47:00 AM,11:50:00 AM,6/1/14 14:37,193,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,4/13/14 10:51,4/13/14,10:51:00 AM,10:50:00 AM,4/13/14 11:56,74,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,4/25/14 8:50,4/25/14,8:50:00 AM,8:50:00 AM,4/25/14 9:15,28,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,4/12/14 17:47,4/12/14,5:47:00 AM,5:50:00 AM,4/12/14 18:52,74,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,6/11/14 6:42,6/11/14,6:42:00 AM,6:40:00 AM,6/11/14 10:19,246,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,5/30/14 8:08,5/30/14,8:08:00 AM,8:10:00 AM,5/30/14 8:56,54,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,6/16/14 6:36,6/16/14,6:36:00 AM,6:40:00 AM,6/16/14 9:21,187,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,4/12/14 9:56,4/12/14,9:56:00 AM,10:00:00 AM,4/12/14 15:08,354,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,6/16/14 17:26,6/16/14,5:26:00 AM,5:30:00 AM,6/16/14 18:22,63,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,5/29/14 15:36,5/29/14,3:36:00 AM,3:40:00 AM,5/29/14 19:32,267,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,4/26/14 11:33,4/26/14,11:33:00 AM,11:30:00 AM,4/26/14 11:39,7,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,4/26/14 11:36,4/26/14,11:36:00 AM,11:40:00 AM,4/26/14 13:40,141,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,5/29/14 6:59,5/29/14,6:59:00 AM,7:00:00 AM,5/29/14 10:02,207,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,6/17/14 7:43,6/17/14,7:43:00 AM,7:40:00 AM,6/17/14 8:53,79,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,6/17/14 14:49,6/17/14,2:49:00 AM,2:50:00 AM,6/17/14 20:20,375,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,4/27/14 11:38,4/27/14,11:38:00 AM,11:40:00 AM,4/27/14 13:44,143,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395N north @ MM 9.700,Traffic Congestion,5/28/14 8:30,5/28/14,8:30:00 AM,8:30:00 AM,5/28/14 9:45,85,38.87225,-77.04305,No Match,IN
14th St. Bridge,I-395N north @ MM 9.700,Traffic Congestion,4/11/14 8:43,4/11/14,8:43:00 AM,8:40:00 AM,4/11/14 9:11,32,38.87225,-77.04305,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,5/28/14 6:47,5/28/14,6:47:00 AM,6:50:00 AM,5/28/14 10:01,220,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,6/18/14 6:43,6/18/14,6:43:00 AM,6:40:00 AM,6/18/14 10:05,229,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,4/17/14 8:03,4/17/14,8:03:00 AM,8:00:00 AM,4/17/14 9:26,94,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395N north @ MM 9.700,Traffic Congestion,4/28/14 8:01,4/28/14,8:01:00 AM,8:00:00 AM,4/28/14 8:31,34,38.87225,-77.04305,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,4/28/14 8:31,4/28/14,8:31:00 AM,8:30:00 AM,4/28/14 9:17,52,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,5/27/14 16:55,5/27/14,4:55:00 AM,5:00:00 AM,5/27/14 18:58,139,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,5/27/14 16:18,5/27/14,4:18:00 AM,4:20:00 AM,5/27/14 16:32,16,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,6/9/14 6:48,6/9/14,6:48:00 AM,6:50:00 AM,6/9/14 10:09,228,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,4/18/14 14:49,4/18/14,2:49:00 AM,2:50:00 AM,4/18/14 19:28,316,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,4/28/14 15:26,4/28/14,3:26:00 AM,3:30:00 AM,4/28/14 15:31,6,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,5/27/14 8:18,5/27/14,8:18:00 AM,8:20:00 AM,5/27/14 9:34,86,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,4/28/14 17:13,4/28/14,5:13:00 AM,5:10:00 AM,4/28/14 18:36,94,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,6/18/14 16:24,6/18/14,4:24:00 AM,4:20:00 AM,6/18/14 19:16,195,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,5/26/14 18:40,5/26/14,6:40:00 AM,6:40:00 AM,5/26/14 19:49,78,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,4/10/14 15:23,4/10/14,3:23:00 AM,3:20:00 AM,4/10/14 16:23,68,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,4/29/14 7:37,4/29/14,7:37:00 AM,7:40:00 AM,4/29/14 10:12,176,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,6/19/14 7:20,6/19/14,7:20:00 AM,7:20:00 AM,6/19/14 9:49,169,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,5/25/14 9:57,5/25/14,9:57:00 AM,10:00:00 AM,5/25/14 15:47,397,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,4/29/14 17:29,4/29/14,5:29:00 AM,5:30:00 AM,4/29/14 18:56,99,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,5/23/14 14:57,5/23/14,2:57:00 AM,3:00:00 AM,5/23/14 16:51,129,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,4/9/14 17:36,4/9/14,5:36:00 AM,5:40:00 AM,4/9/14 19:11,108,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,6/19/14 17:42,6/19/14,5:42:00 AM,5:40:00 AM,6/19/14 19:25,117,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,4/30/14 7:28,4/30/14,7:28:00 AM,7:30:00 AM,4/30/14 10:59,239,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,5/22/14 18:44,5/22/14,6:44:00 AM,6:40:00 AM,5/22/14 19:52,77,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,5/22/14 15:42,5/22/14,3:42:00 AM,3:40:00 AM,5/22/14 18:43,205,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,6/20/14 16:03,6/20/14,4:03:00 AM,4:00:00 AM,6/20/14 20:11,281,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,4/9/14 7:08,4/9/14,7:08:00 AM,7:10:00 AM,4/9/14 10:29,228,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,5/22/14 8:03,5/22/14,8:03:00 AM,8:00:00 AM,5/22/14 10:14,148,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,5/1/14 7:26,5/1/14,7:26:00 AM,7:30:00 AM,5/1/14 10:03,178,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,5/21/14 15:34,5/21/14,3:34:00 AM,3:30:00 AM,5/21/14 19:26,263,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,5/1/14 10:49,5/1/14,10:49:00 AM,10:50:00 AM,5/1/14 13:26,178,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,4/8/14 8:19,4/8/14,8:19:00 AM,8:20:00 AM,4/8/14 9:48,101,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,6/10/14 7:39,6/10/14,7:39:00 AM,7:40:00 AM,6/10/14 10:06,167,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,5/21/14 7:03,5/21/14,7:03:00 AM,7:00:00 AM,5/21/14 9:53,193,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,5/20/14 17:34,5/20/14,5:34:00 AM,5:30:00 AM,5/20/14 18:18,50,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,5/20/14 7:26,5/20/14,7:26:00 AM,7:30:00 AM,5/20/14 10:00,175,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,5/2/14 8:02,5/2/14,8:02:00 AM,8:00:00 AM,5/2/14 9:31,101,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395N north @ MM 9.700,Traffic Congestion,4/7/14 10:09,4/7/14,10:09:00 AM,10:10:00 AM,4/7/14 10:26,19,38.87225,-77.04305,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,5/2/14 14:08,5/2/14,2:08:00 AM,2:10:00 AM,5/2/14 18:19,284,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,4/7/14 6:50,4/7/14,6:50:00 AM,6:50:00 AM,4/7/14 8:27,110,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,5/19/14 7:24,5/19/14,7:24:00 AM,7:20:00 AM,5/19/14 10:07,185,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,5/17/14 16:01,5/17/14,4:01:00 AM,4:00:00 AM,5/17/14 17:36,108,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,5/16/14 16:13,5/16/14,4:13:00 AM,4:10:00 AM,5/16/14 18:46,173,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,5/16/14 6:31,5/16/14,6:31:00 AM,6:30:00 AM,5/16/14 11:43,354,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,6/24/14 16:58,6/24/14,4:58:00 AM,5:00:00 AM,6/24/14 18:01,71,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,5/5/14 7:29,5/5/14,7:29:00 AM,7:30:00 AM,5/5/14 9:34,142,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,6/25/14 6:53,6/25/14,6:53:00 AM,6:50:00 AM,6/25/14 7:04,12,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,4/5/14 14:22,4/5/14,2:22:00 AM,2:20:00 AM,4/5/14 20:01,384,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,6/25/14 8:08,6/25/14,8:08:00 AM,8:10:00 AM,6/25/14 9:48,113,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,5/5/14 15:19,5/5/14,3:19:00 AM,3:20:00 AM,5/5/14 19:01,252,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,5/15/14 7:25,5/15/14,7:25:00 AM,7:30:00 AM,5/15/14 11:04,248,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,5/6/14 7:54,5/6/14,7:54:00 AM,7:50:00 AM,5/6/14 10:17,162,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,5/14/14 16:45,5/14/14,4:45:00 AM,4:50:00 AM,5/14/14 17:36,58,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,4/4/14 15:55,4/4/14,3:55:00 AM,4:00:00 AM,4/4/14 18:18,162,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,5/6/14 15:08,5/6/14,3:08:00 AM,3:10:00 AM,5/6/14 19:09,273,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,5/14/14 15:18,5/14/14,3:18:00 AM,3:20:00 AM,5/14/14 15:51,37,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,4/4/14 8:31,4/4/14,8:31:00 AM,8:30:00 AM,4/4/14 9:15,50,38.873123,-77.043175,No Match,IN
14th St. Bridge,I-395 north,Traffic Congestion,5/14/14 8:09,5/14/14,8:09:00 AM,8:10:00 AM,5/14/14 10:04,130,38.873123,-77.043175,No Match,IN
